cluster_idx,mean_separability,mean_mixture,best_separability,best_mixture,best_projection,pc1_variance,pc2_variance,pc3_variance,is_irreducible,irreducibility_score
7,0.7159546434015699,0.5417870901973894,0.8546322944927155,0.4445209065806181,PC2-PC3,0.6698183417320251,0.20080608129501343,0.11471004784107208,False,0.3280596604397238
4,0.6322788993110933,0.48679194053324937,0.8213617953703819,0.5347224286048451,PC2-PC3,0.5860905051231384,0.20588825643062592,0.11130715161561966,False,0.3244906269572192
9,0.6242152603202342,0.4848572345124673,0.6793219960520922,0.4408086276607761,PC2-PC3,0.5628173351287842,0.14534518122673035,0.10125751793384552,False,0.3215599754608856
2,0.641523115302556,0.5224375059110729,0.6598672029107909,0.4461983276261841,PC0-PC2,0.6110100746154785,0.14897854626178741,0.07175540179014206,False,0.30636737895958704
5,0.6684925900951518,0.5645129652494031,0.6097407522834208,0.4546056816298123,PC0-PC2,0.7241742610931396,0.13444989919662476,0.05539322271943092,False,0.2911198558132839
12,0.6342358236381449,0.552294129203055,0.6201136493797065,0.4997704590245847,PC0-PC2,0.6594479084014893,0.11660303175449371,0.10350026190280914,False,0.2839511017125333
8,0.6300422987725288,0.5880418005897864,0.7969499865931446,0.5018521698803694,PC2-PC3,0.7330480217933655,0.15696778893470764,0.08240866661071777,False,0.2595510909546028
10,0.5591774444054293,0.5510971527592817,0.6145786959472563,0.4866205543839601,PC0-PC1,0.6055119633674622,0.14138062298297882,0.08720245957374573,False,0.25101634690638563
15,0.6773186977642398,0.6436873771301386,0.8127049675496022,0.6172360698862633,PC1-PC2,0.6445186734199524,0.22657151520252228,0.12890943884849548,False,0.24133720171917522
6,0.495770141123932,0.5183039232132827,0.6202525561305011,0.5517268384368392,PC1-PC2,0.5116129517555237,0.19367529451847076,0.14701396226882935,False,0.2388105319673952
11,0.5014976003706806,0.7253336425749621,0.5014976003706806,0.7253336425749621,PC0-PC1,0.879635214805603,0.12036426365375519,2.534500964657127e-08,False,0.13774451915121216
13,0.48760808337534023,0.7222596580079459,0.48760808337534023,0.7222596580079459,PC0-PC1,0.8634123802185059,0.136586993932724,6.655756834561544e-08,False,0.13542843583475703
3,0.010767949281448705,0.2890505256015606,0.011102609240145337,0.28905051381893004,PC0-PC1,0.8658887147903442,0.1037960946559906,0.016923533752560616,False,0.007655467881995011
14,0.009024282540275565,0.28905055816322495,0.01017562666087797,0.2890505038721193,PC0-PC2,0.6210558414459229,0.2838917076587677,0.049333758652210236,False,0.006415808634986267
