cluster_idx,mean_separability,mean_mixture,best_separability,best_mixture,best_projection,pc1_variance,pc2_variance,pc3_variance,is_irreducible,irreducibility_score
15,0.23497779321461973,0.4359358874035107,0.47997415719079867,0.4763464346563771,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.13254254040948585
1,0.25784015515961456,0.49468325008216185,0.2847315798596407,0.46938618873024385,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.13029094920356754
9,0.2103803686149326,0.4190326918985017,0.29707134357868253,0.4094719024138252,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.12222411643161833
11,0.2106162741667932,0.4937983469388816,0.2722930618977294,0.437408204826713,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.10661430614480445
4,0.17410119606812344,0.42358925974949924,0.26283647168960883,0.4264088843307589,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.10035379930412461
2,0.1463217855607647,0.3510847793279503,0.2608214426097084,0.37168141592920356,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.09495043376629195
5,0.17231592591339898,0.5604685038531252,0.2780300927462422,0.579222796831242,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.07573827672665029
8,0.12831913071770007,0.45311948342706404,0.12831913071770007,0.2890666435403343,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.07017523249308591
10,0.11550954300591172,0.46490847989001877,0.18192718560724175,0.43105962664682945,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.06180817695424256
12,0.09454427212017608,0.39383430037399103,0.11558940779654896,0.39799242208711805,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.05730949485535831
6,0.09559381342654555,0.45579214338641205,0.17702332592398315,0.4189664282898411,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.05202290431037958
7,0.06384184177284241,0.48242103276578713,0.1338142826504619,0.2994398006624731,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.0330431945311178
13,1.9418931168590484e-09,0.28905050228045837,1.9418931168590484e-09,0.28905050223500817,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,1.3805879360559756e-09
14,1.9418931168590484e-09,0.289050522717186,1.9418931168590484e-09,0.2890505083607931,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,1.380587896370035e-09
3,1.8921009249330956e-09,0.2890505048089057,1.8921009249330956e-09,0.2890505012321384,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,1.3451881974317868e-09
