cluster_idx,mean_separability,mean_mixture,best_separability,best_mixture,best_projection,pc1_variance,pc2_variance,pc3_variance,is_irreducible,irreducibility_score
4,0.6878254044159641,0.4280650536633372,0.7488174434026318,0.36356298400966985,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.39339138576363775
2,0.500659341449012,0.3959905121106259,0.6290108403361744,0.3754313167313726,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,True,0.302402992435649
9,0.5368790173409073,0.4391571795727993,0.7338592239682191,0.3876304982335371,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.3011047423136584
12,0.40235265898630557,0.3636910588012032,0.40305160769921655,0.30447659420087175,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,True,0.25602059442809666
5,0.4764641768667448,0.5331474648497869,0.676961744333374,0.5741352808029119,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.2224385088784993
11,0.3804088179580985,0.4413341386567859,0.45289252671546654,0.37164866574555105,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.21252141994711501
15,0.3772266340786324,0.4593380933256425,0.6877086618859312,0.5113630050924167,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.20395207122930353
1,0.36971723191412303,0.47656210050450937,0.5116479451694697,0.4754751572124025,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.19352401128041574
6,0.26120944108326133,0.4752687079249233,0.34695733907046966,0.4976695156387054,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.1370647675218283
8,0.12831913071770004,0.4071055588151076,0.12831913071770004,0.2895895515151801,PC1-PC4,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.07607969930020193
10,0.1365869677399319,0.49171778948669304,0.20308080964986178,0.478009072761772,PC0-PC3,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.06942472589016233
7,0.1077648462361611,0.4942392953837835,0.15907758310594175,0.4162365224956018,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,0.054503224565259065
13,1.9418931168590484e-09,0.2890505011270117,1.9418931168590484e-09,0.2890505004897247,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,1.3805879382958458e-09
14,1.9418931168590484e-09,0.28905050334932053,1.9418931168590484e-09,0.28905050104225705,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,1.3805879339803598e-09
3,1.8921009249330956e-09,0.2890505026616094,1.8921009249330956e-09,0.2890505011894372,PC2-PC5,0.1978517323732376,0.14898070693016052,0.14154788851737976,False,1.345188201494688e-09
